,naNe,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_neg,29M_neg,maxint,mean1,sd1,mean2,sd2,3M1_1,3M1_2,3M2_1,3M2_2,3M3_1,3M3_2,3M4_1,3M4_2,3M5_1,3M5_2,3M6_1,3M6_2,3M7_1,3M7_2,3M8_1,3M8_2,29M1_1,29M1_2,29M2_1,29M2_2,29M3_1,29M3_2,29M4_1,29M4_2,29M5_1,29M5_2,29M6_1,29M6_2,29M7_1,29M7_2,29M8_1,29M8_2,Mode
163,N244T4_1,1.473812953,-0.559553438,-4.11055997,0.000289831,0.001111263,DOWN,244.0985833,244.0982449,244.0988179,3.699341667,3.621783333,3.91505,26,15,11,4451.311,25240.06217,5963.266366,17125.68893,5175.735223,22785.44013,25084.55253,28149.44751,25903.68125,37048.25605,37195.26492,20873.84335,20303.39738,26463.76921,24577.46792,27959.49683,27663.57515,16957.33955,16752.27312,19365.8979,26757.29191,9955.280887,14882.00169,14110.49129,12214.71355,24701.66063,22446.17674,13223.30848,17189.64173,25271.91841,12887.91444,11084.78866,17463.84482,15032.94399,17034.14799,25574.67405,20937.51555,Neg
164,N114T4_1,2.19577743,1.134731826,4.511881319,0.000310303,0.00117952,UP,114.0195104,114.0107362,114.0196266,3.634666667,3.538983333,4.37105,63,16,16,69968.234,246678.6361,64601.06334,541651.3815,253402.6357,178696.0959,205288.9484,161254.5977,181444.556,150343.2627,186335.2591,314839.0673,332469.613,273540.7116,301524.4192,309906.5802,321632.7948,247757.3224,322049.0248,220065.2481,239710.6762,367730.3977,412758.4286,291010.5331,353480.137,812624.5341,14973.20046,492437.2178,497434.8358,508177.8968,511337.546,610698.4405,459205.3649,1057707.289,924330.0386,688706.8517,663809.3915,Neg
165,N144T25,1.301160047,-0.379798429,-4.350826579,0.000311408,0.00117952,DOWN,144.0453344,144.0452331,144.0454856,25.2675,25.22983333,25.345,32,16,16,6413.838,83859.76952,16499.2398,64450.00345,6797.597474,102853.0086,108326.4423,107259.4441,116725.022,69505.83969,77913.2857,85728.03682,90755.87029,82233.5438,78988.57525,63512.91789,73966.8448,71098.43536,71705.59873,69365.91236,71817.53459,61956.95209,56510.53141,63040.8131,64469.38498,63798.09866,69701.84783,57663.08531,59468.11359,70237.16778,73231.35721,53952.35289,60069.48298,76353.75069,75387.36573,65454.76767,59904.98328,Neg
166,N820T3,1.942806245,-0.958142029,-4.079360147,0.000313677,0.001180957,DOWN,819.5240471,819.5126209,819.5247447,3.137516667,2.993933333,3.5231,15,10,5,3048.818,26849.71806,8805.391806,13284.4574,9969.517731,26942.99022,29673.22759,21830.07598,12679.04617,41912.17235,20393.99352,12522.00986,24635.9228,31150.01039,18947.49439,32257.20637,21618.71824,41315.06675,26702.83571,36231.51015,30783.20842,7273.44082,22036.76882,9013.421599,20502.52059,19061.14159,8822.219661,6441.531581,34736.3085,12966.76822,15515.41571,0,283.5238363,24117.6397,23704.41061,4033.694012,4042.513196,Neg
167,N749T3,2.171221955,-1.118507214,-4.073365172,0.000318027,0.001190167,DOWN,748.5253666,748.524812,748.5258872,3.141116667,3.078583333,3.21815,13,10,3,2410.689,16714.8443,6613.011654,7698.35818,5887.529027,14137.26336,15432.90582,15037.93242,22754.87031,18294.25385,12674.75949,12527.91907,1032.999145,15988.15568,21437.32271,18088.28846,7946.636933,17544.98959,26965.6354,26847.82152,20725.75503,13202.13729,11576.54289,17504.917,16940.24652,6261.032621,3845.407369,9818.359871,15685.85526,4190.267148,5118.469451,886.9684317,261.9112408,8224.180691,7434.172707,950.7092643,1272.553109,Neg
168,N102T4_5,1.329231213,0.410592076,4.266103445,0.000320082,0.001190728,UP,102.0839465,102.0837668,102.0840401,3.606508333,3.57075,3.8557,32,16,16,2455.613,21810.0123,2962.839391,28990.54911,6045.663828,21127.17178,24912.05073,18030.76877,20241.52722,16038.69728,18287.03866,22819.81937,25805.35718,23478.54337,24273.09472,24767.8469,25253.01045,18782.92694,20198.34792,22632.70988,22311.28566,32338.62555,24983.90241,23441.73754,20866.74677,27543.829,23100.75123,24632.07247,22122.43885,30517.78666,27493.93908,43014.09962,36407.22068,35386.92396,28413.75808,33800.62322,29784.33073,Neg
169,N152T4_3,1.724393508,-0.786089036,-4.160674772,0.00034341,0.001264025,DOWN,152.0290092,152.0288592,152.034522,4.30335,4.1882,4.4525,31,16,14,20077.818,275689.6866,56552.52833,159876.319,95909.42642,257041.3563,349932.6283,314229.862,409242.6663,204666.1487,269914.6286,193124.5596,253141.6133,230288.2751,267717.1018,276046.4282,315687.7024,276373.1939,324996.421,214213.6143,254418.7855,33827.9546,38105.6925,19629.92309,38631.40416,165913.1924,185161.0128,86502.2541,178101.1745,228401.9649,257994.1099,119661.6425,132934.2398,262731.453,307571.0992,232987.6767,269866.3096,Neg
170,N324T3,2.42523197,1.278122746,4.496834401,0.000345701,0.001264025,UP,324.0300841,324.0296182,324.0341582,3.471433333,3.385033333,3.709666667,28,11,16,6198.991,14812.41764,3962.628594,35923.54883,18355.80697,14523.8017,12579.87558,9143.393328,10134.66198,9391.745482,10075.62797,13492.84546,13301.33809,19554.10859,14084.84858,17711.1263,19160.19255,17673.88417,16898.24091,22003.28152,17269.71011,10114.25488,19026.18847,28936.38154,29117.56765,21176.91301,27540.81478,37982.79546,7796.943131,41438.33138,32852.33807,38604.64536,78253.65166,50239.5193,39140.3864,60827.58365,51728.46652,Neg
171,N282T23_3,1.327646084,-0.408870613,-4.042953093,0.000345853,0.001264025,DOWN,282.2518739,282.2517365,282.25231,22.89558333,22.87583333,22.9075,32,16,16,626335.125,3614969.634,586462.0987,2722841.333,659646.5083,3820179.02,4289291.128,3937224.95,4565098.661,2764307.759,3268817.958,2901152.311,3314559.572,4479105.332,4499185.248,2950152.147,3280040.842,3362075.552,3458477.883,3506752.724,3443093.05,1982920.886,1928756.198,2036501.366,1774636.025,2668524.596,2453438.439,2769103.706,2638206.976,3364881.428,3612245.215,2407999.928,2200173.961,3642835.872,3738897.86,3042690.796,3303648.07,Neg
172,N299T5,1.95496562,0.967143236,4.280989384,0.000351322,0.001276548,UP,299.0860995,299.0856534,299.0865271,5.163625,5.137983333,5.199433333,32,16,16,12128.218,38503.44657,13599.51374,75272.91429,31549.82038,28237.97076,42333.6719,21330.74967,32545.99848,16799.36978,24442.5197,28762.98287,36725.57048,43490.28454,58048.67276,51348.04417,66152.43991,35006.28164,51128.50166,35088.9514,44613.13548,30938.56039,40761.9555,46050.72433,58300.54309,51151.03708,61813.99273,58635.25389,75676.5395,69398.65882,84820.83816,67724.78828,70504.79912,142109.187,115438.8748,109739.0283,121301.8478,Neg
173,N301T27,1.875489757,-0.907267384,-4.181357042,0.00038417,0.001387834,DOWN,301.0914198,301.091231,301.0916813,26.75575,26.68783333,26.81316667,14,11,3,2863.866,30441.75149,12149.74938,16231.3611,6097.678805,17042.51684,18476.93861,33791.53106,21675.58098,47006.07952,60073.46913,40901.1512,26997.35507,29019.7728,37388.33073,33012.81313,21830.61178,25741.24409,21338.42295,37807.65232,14964.55355,26097.28469,17567.59881,28467.97013,19573.56143,12793.3528,12657.20904,19953.49381,25610.39594,13680.764,12119.25506,10787.05367,8613.826702,14194.71478,15526.12738,11877.78115,10181.3882,Neg
174,N122T27,2.630657879,-1.395423636,-4.268594857,0.000388448,0.001395222,DOWN,121.9440467,121.9439304,121.9441381,26.71875,26.669,26.79116667,20,14,6,5090.81,51215.61096,27633.39398,19468.74634,11018.75202,14044.90097,20237.37181,96151.6413,60169.82446,83880.60533,105857.7727,56219.54426,46847.90549,33794.56475,58101.91113,50823.94254,31175.12549,56209.42574,26743.07381,64794.16542,14398.00023,25937.83475,38677.87505,38186.06777,23586.72128,14052.27618,12875.73401,17940.55506,42712.69706,11155.70813,12484.02266,12059.34219,11767.92675,12611.46151,13609.27641,12277.89038,11564.55232,Neg
175,N128T4_4,1.499395355,0.584380838,4.329002017,0.000396436,0.001415776,UP,128.0247438,128.0245527,128.024871,3.606508333,3.56255,3.841483333,32,16,16,29874.729,208514.1443,29899.96053,312645.1395,91453.38131,219403.6434,235750.6027,178938.8084,191496.2453,153086.9976,165057.462,234113.476,238718.8762,226987.2209,231671.5735,237958.0286,248371.5195,176828.6197,187312.6247,200293.6181,210236.9926,255930.8931,260927.2555,230179.9478,234770.9028,268203.2715,257974.7707,230243.2683,245447.1452,296955.5633,293540.3311,527379.754,503879.1712,335745.1843,322122.6436,374339.5553,364682.5746,Neg
176,N128T4_2,1.448708798,0.53476763,4.200125055,0.000403888,0.001434193,UP,127.995775,127.9956651,127.9959584,3.611166667,3.559116667,3.8557,32,16,16,3133.035,20354.92949,3604.861793,29488.36542,7916.094319,19453.85677,23785.98073,16830.62869,18079.11307,14354.43073,15914.62808,22382.90329,27039.00172,22886.86515,23560.9894,23322.03232,23685.57049,18212.3207,16427.15336,21128.27673,18615.1206,26723.86138,24175.27031,24464.71373,21730.88825,28870.98602,24586.42767,22599.90178,20588.95013,30253.79209,27238.22148,49981.74539,43789.1259,32374.61575,28870.77758,34662.37933,30902.18998,Neg
177,N606T4,1.522410768,0.606357671,3.948908167,0.000442752,0.001563319,UP,606.0704601,606.069039,606.072211,3.503983333,3.403633333,3.655166667,27,13,11,92423.25,420818.3175,151281.3916,640658.3381,163408.2743,326903.3146,366493.9675,603588.0794,603699.4024,386795.1181,452019.89,654161.6938,166724.3771,353146.4505,639521.9066,512184.1371,390231.8354,225037.4159,216504.2266,447550.3448,388530.9198,539611.7903,472915.9458,722194.2496,652590.9683,668494.0564,805441.4672,679964.9932,689167.4095,540546.7717,424762.3848,646411.2383,964663.0628,789430.4524,534406.44,800255.9903,319676.1889,Neg
178,N130T5_2,1.478261876,0.563901867,4.140853296,0.000448167,0.001567905,UP,130.0620077,130.0618928,130.0694911,5.16345,5.127833333,5.471683333,33,16,16,79529.609,452454.9352,89543.57128,668846.8811,188880.959,372247.0004,514432.1515,309786.5347,410976.3932,296735.3993,371546.4282,396344.5466,474688.3882,488551.7535,604964.8728,529624.7836,590060.2553,437840.9133,488560.4091,450365.6568,502553.4762,413825.3653,454643.2794,474183.6367,530101.1768,546178.9002,580552.2849,634361.5422,657775.657,692757.0346,693913.5611,663537.323,642608.9551,1065509.458,1056334.565,810770.0192,784497.3389,Neg
179,N128T4_9,1.429368356,0.515377755,4.193538126,0.000449069,0.001567905,UP,128.0745179,128.0743539,128.0746278,3.615333333,3.57075,3.841483333,31,15,16,2979.108,20048.30798,3130.905996,28656.41703,7590.466812,19434.30003,22577.68054,19618.8514,18650.93557,13514.94749,15278.73157,21977.89004,23069.45903,21761.27682,22393.5777,23246.15242,25002.96653,16739.98817,17745.46687,19475.01611,20285.68745,26374.52728,23304.0726,22608.83675,21061.16269,27870.68233,23386.55892,23775.03969,20738.95981,29231.6838,25510.4977,47841.81316,41755.42933,34286.08379,27518.2555,34842.05944,28397.0097,Neg
180,N133T4_5,1.304832552,0.383864679,4.028355977,0.000456253,0.001584139,UP,133.0140646,133.0138832,133.0141752,3.529775,3.488483333,3.755816667,32,16,16,208672.672,2146705.904,344219.6341,2801091.743,551113.7034,2478955.894,2821211.815,2103296.9,2399030.935,1491999.16,1746177.211,2061196.304,1914599.91,2201383.125,2374813.172,1694422.092,2089845.389,1891770.109,2223260.804,2379648.058,2475683.59,2399854.236,2721745.395,2721696.94,2959115.995,2061318.882,2061036.485,2242724.09,2240303.272,3535348.68,2814130.394,2841687.238,2726120.976,3293667.26,3826151.121,3686000.262,2686566.662,Neg
181,N109T27,1.787399313,-0.837861975,-4.270029489,0.000460665,0.00159062,DOWN,109.0658832,109.0657746,109.0659921,26.7395,26.68466667,26.76466667,13,10,3,15649.198,225638.1193,88737.963,126238.2265,28209.80152,155358.0405,113700.5881,423020.0173,169154.0933,325417.7706,336534.2232,277515.4392,284801.1833,190797.7633,197826.1969,262863.0588,163934.4323,190741.1785,134218.8978,266510.0632,117816.9622,140081.7258,135617.4729,190626.1301,145078.611,121913.2015,106175.4641,154981.0143,170955.86,118094.9585,108899.0549,97438.61447,88465.24411,117539.7146,119772.0357,103134.4836,101038.038,Neg
182,N327T27,2.365765065,-1.242306813,-4.140195683,0.000495804,0.001702543,DOWN,327.1069282,327.1065248,327.1074952,26.73583333,26.66833333,26.81283333,19,14,5,7969.318,78854.46232,40477.39431,33331.4848,17203.21576,33204.81155,40949.03688,173658.4336,46127.85368,130118.1995,110815.3414,107686.8932,44878.35043,63544.45372,100025.3984,85143.9893,52798.11253,99096.97757,49259.37205,94731.59347,29632.57997,40513.08982,39090.94639,84627.53264,52328.20089,23613.02034,24431.80581,44531.6913,42003.75672,25980.77381,23966.79942,18254.82521,18371.74456,25453.91251,28120.4392,22068.36053,19946.85769,Neg
183,N88T5_4,1.329030826,0.410374567,4.06220536,0.000504099,0.001706744,UP,88.04606923,88.04597683,88.04616659,5.145033333,4.661033333,5.199433333,62,16,16,17623.139,144846.3003,21407.79756,192505.198,41761.77035,139526.8991,151581.086,115406.7477,127010.0627,104050.1034,114056.5372,147068.4275,154371.3478,165581.735,173797.3382,170039.2689,174521.3748,140565.561,146162.5437,139972.1432,153829.6284,129686.2485,131534.201,154120.0338,156718.4691,172763.8265,175074.6367,190757.5857,191768.4596,205348.853,201734.465,200734.9083,186558.3087,279579.0465,268942.9015,221276.9284,213484.2963,Neg
184,N210T4,2.154597373,1.1074183,4.124987182,0.000504778,0.001706744,UP,210.0873856,210.0760775,210.0892111,3.5471,3.164833333,3.813433333,55,16,16,22200.613,40002.98399,17824.88845,86190.3242,41088.02776,30308.05964,27694.58883,25609.35356,46486.95307,32669.0196,25695.80607,29468.61105,39564.61831,25231.0227,39519.90326,93655.919,49536.52943,48051.97955,41856.57297,60158.69798,24540.10877,71842.01586,90637.07956,120959.9057,32990.88873,113295.8932,76134.32303,79340.1989,23979.82603,72354.27981,55528.54291,134012.2933,164650.2381,105635.2183,17962.22936,92869.02179,126853.2326,Neg
185,N180T5_1,1.336304694,-0.418248997,-4.215435524,0.000507424,0.001706744,DOWN,180.0419513,180.0414208,180.0491891,4.85955,4.785516667,5.475316667,55,16,16,2880.397,27375.02668,6207.941802,20485.61739,2048.894452,25656.29232,30212.26321,32928.92231,35504.95431,25657.64327,28414.76836,16996.93521,14892.27704,34636.44277,34822.07092,30298.04075,19364.79434,28903.0384,29691.10614,23826.73019,26194.14729,23231.75787,21067.30599,22763.60761,19443.71257,18692.33668,17546.95218,22706.68477,20871.38817,21560.81169,21656.06526,19073.25277,18476.34345,23962.60636,17747.2275,18554.18538,20415.64006,Neg
186,N307T4,1.540998014,0.623865003,4.131431261,0.00050795,0.001706744,UP,307.0784825,307.0780249,307.0790113,3.580483333,3.52595,3.799266667,32,16,16,49159.488,289620.7966,59127.79429,446305.0725,139702.2517,234064.6398,244609.4929,243634.2976,212266.6489,224218.9863,231450.2834,255283.6743,320340.6207,344726.253,339462.1153,420751.9941,337941.714,306554.6328,259435.5062,330479.6644,328712.2226,460454.3295,410806.5311,340793.4503,389075.6978,375831.3742,431064.1124,266149.4743,344075.2871,437338.8127,394984.3398,734166.374,821501.7502,463293.0826,443640.2398,410396.1015,417310.2033,Neg
187,N281T23_4,1.294651732,-0.372564057,-3.875861144,0.000536478,0.001792957,DOWN,281.2146494,281.2144492,281.2150094,22.89708333,22.87583333,22.9075,32,16,16,42798.016,248112.6474,41182.56728,191644.3175,41233.45324,250039.2691,294537.7608,263580.5705,312970.7948,190267.6581,220122.987,212855.5839,219279.8074,306467.7612,327303.1961,211070.8544,226706.3933,231613.2091,247626.7676,224754.71,230605.0358,140020.1388,142704.1761,133490.757,144719.6019,175652.1274,185056.5607,187930.7788,191843.6846,230809.9411,237429.4225,185230.3714,154647.9363,253952.3458,244975.2397,229091.4787,228754.5186,Neg
188,N88T5_3,1.320905371,0.401527117,4.026663033,0.000544923,0.001811494,UP,88.03421229,88.03412579,88.03431013,5.145033333,4.661033333,5.199433333,62,16,16,16979.305,145580.2973,21342.72362,192297.7967,41209.28159,138563.4283,152727.8183,115794.8597,127882.7651,105851.2043,114364.7633,148244.0261,156531.7779,163203.8795,175399.0532,169993.8697,177009.8511,141609.9799,147698.9817,142566.1658,151842.333,127995.0808,131013.7683,151208.0045,158949.0244,172919.0992,177428.5939,192326.4439,191926.9544,208424.6756,198669.5372,203303.3626,185935.7813,277625.5381,264184.8655,219816.8981,215037.1185,Neg
189,N141T4_2,1.363903583,0.447741661,4.026289351,0.000554659,0.001834104,UP,141.0666806,141.0621205,141.0668366,3.613883333,3.0846,3.8557,34,16,16,4743.514,33166.92853,5435.197193,45236.49265,10688.16544,35756.23793,38342.34643,28966.53525,30305.47678,24624.62219,26514.68165,30301.30163,34451.15186,35053.74619,37933.82928,30956.77978,47826.82674,30427.25672,31632.31324,33797.03456,33780.71631,40166.32804,50260.79017,29747.44422,34609.15618,37485.98977,37641.47968,40164.22715,34903.48447,48669.19232,47989.80491,61798.87442,67461.84571,51505.65047,51578.42386,54701.30135,35099.88971,Neg
190,N383T27,2.052206572,-1.037175958,-4.028099095,0.000568895,0.001871279,DOWN,383.1331797,383.1328293,383.1336397,26.74016667,26.68466667,26.83016667,10,9,1,2848.828,19215.92095,8778.175353,9363.541277,4320.124847,9395.479468,10532.9439,21406.04865,15479.33774,39722.33682,24143.76625,24045.2268,12452.74538,19761.99504,20491.04656,32023.94368,13014.6461,16907.04216,12661.65521,27560.45021,7856.071219,15410.95796,12139.62914,20027.6287,13326.34532,6575.735265,5966.45318,11576.08032,12530.39135,7279.495806,6434.421909,5749.192339,5094.235425,7277.486837,8310.637879,6557.711411,5560.257579,Neg
191,N102T4_2,1.314025153,0.393992892,4.024401925,0.000584274,0.001911802,UP,102.0279079,102.0277639,102.0280173,3.613816667,3.571533333,3.841483333,32,16,16,2997.176,23300.20467,3160.449546,30617.05501,6549.854364,23685.33284,26473.27177,19880.47745,22990.8544,16778.19796,18887.33408,23406.2671,22968.79601,29564.29688,26537.93649,25308.98756,24853.15858,21875.99505,23077.83944,25185.79898,21328.73008,32276.15933,26841.38678,27373.71462,23436.77336,31990.55819,24752.35043,22668.15048,20609.73274,30825.92112,28535.93543,44091.94322,42139.02396,32713.63155,31501.66962,35920.35454,34195.5748,Neg
192,N281T23_7,1.290961346,-0.368445804,-3.822574573,0.000621261,0.002013643,DOWN,281.2824318,281.2820223,281.2827848,22.89558333,22.87583333,22.9075,32,16,16,41480.121,245784.9855,41717.8608,190389.1129,40246.77103,259233.219,288638.5455,269047.4193,307560.593,188578.8758,209473.01,201731.4394,213522.6636,307288.0814,319925.7482,207925.1605,224388.152,229854.4771,251014.7868,224456.0317,229921.5644,141593.6102,139676.6927,132451.6287,140716.3402,181040.6745,185756.0258,190725.5532,189466.9257,226595.5267,237412.4614,181023.0296,156478.5257,251144.6377,237816.4209,225547.0663,228780.6878,Neg
193,N259T3,1.733952754,-0.79406459,-4.083123589,0.000621842,0.002013643,DOWN,259.0212282,259.0208935,259.0217084,3.460658333,3.4165,3.709666667,32,16,16,14608.192,82788.52086,32110.15643,47745.54592,12143.21258,102894.2472,104473.2545,109694.6963,119169.4825,45842.81364,49188.5331,58165.6814,65859.68011,147655.7817,135625.8033,71303.3414,65210.30959,58128.37079,59658.13046,65070.02026,66676.1875,42186.48976,39453.82913,32347.16143,28992.84944,45336.47945,45142.49221,46034.16322,47990.1041,69339.24316,67397.45669,32311.5622,42324.85391,54552.07569,48974.34408,60257.49329,61288.1369,Neg
194,N287T4,2.378444625,1.250018437,4.202743027,0.000637803,0.002054683,UP,286.9766248,286.9760917,286.9776227,4.2954,4.258433333,4.432183333,31,16,15,107653.32,214709.2843,60675.68196,510674.1434,275074.9171,229913.9425,247846.4046,145443.6086,164363.1588,108936.5223,121728.2911,200647.6834,212940.8728,255224.7735,278941.2298,260358.2168,308450.7132,161473.0155,196976.7739,257066.6546,285036.688,323572.4716,387069.1932,298282.79,407463.5753,316108.1392,346958.0792,273761.2769,401718.8145,187861.03,407699.5857,567858.1593,513186.781,848344.6094,784000.4688,1042095.821,1064805.499,Neg
